ConstituentID,DisplayName,Nationality,Gender,BeginDate,EndDate,Local_Image_Path
4164,Edvard Munch,Norwegian,Male,1863,1944,homepage_artist_image\Edvard Munch.jpg
4192,Eadweard J. Muybridge,American,Male,1830,1904,homepage_artist_image\Eadweard J. Muybridge.jpg
4196,Nadar (Gaspard-Félix Tournachon),French,Male,1820,1910,homepage_artist_image\Nadar (Gaspard-Félix Tournachon).jpg
4254,Charles Nègre,French,Male,1820,1880,homepage_artist_image\Charles Nègre.jpg
4278,Louise Nevelson,American,Female,1899,1988,homepage_artist_image\Louise Nevelson.jpg
4284,Arnold Newman,American,Male,1918,2006,homepage_artist_image\Arnold Newman.jpg
4285,Barnett Newman,American,Male,1905,1970,homepage_artist_image\Barnett Newman.jpg
4293,Ben Nicholson,British,Male,1894,1982,homepage_artist_image\Ben Nicholson.jpg
4324,Isamu Noguchi,American,Male,1904,1988,homepage_artist_image\Isamu Noguchi.jpg
4325,Sidney Nolan,Australian,Male,1917,1992,homepage_artist_image\Sidney Nolan.jpg
4326,Kenneth Noland,American,Male,1924,2010,homepage_artist_image\Kenneth Noland.jpg
4327,Emil Nolde,German,Male,1867,1956,homepage_artist_image\Emil Nolde.jpg
4360,Georgia O'Keeffe,American,Female,1887,1986,homepage_artist_image\Georgia O'Keeffe.jpg
4397,Claes Oldenburg,American,Male,1929,0,homepage_artist_image\Claes Oldenburg.jpg
4410,Yoko Ono,American,Female,1933,0,homepage_artist_image\Yoko Ono.jpg
4415,Dennis Oppenheim,American,Male,1938,2011,homepage_artist_image\Dennis Oppenheim.jpg
4416,Meret Oppenheim,Swiss,Female,1913,1985,homepage_artist_image\Meret Oppenheim.jpg
4430,José Clemente Orozco,Mexican,Male,1883,1949,homepage_artist_image\José Clemente Orozco.jpg
4472,Mimmo Paladino,Italian,Male,1948,0,homepage_artist_image\Mimmo Paladino.jpg
4473,Julio Palazuelos,Chilean,Male,1931,2014,homepage_artist_image\Julio Palazuelos.jpg
4474,Blinky Palermo,German,Male,1943,1977,homepage_artist_image\Blinky Palermo.jpg
4490,Tod Papageorge,American,Male,1940,0,homepage_artist_image\Tod Papageorge.jpg
4510,Jürgen Partenheimer,German,Male,1947,0,homepage_artist_image\Jürgen Partenheimer.jpg
4514,Jules Pascin,American,Male,1885,1930,homepage_artist_image\Jules Pascin.jpg
4520,Benjamin Patterson,American,Male,1934,2016,homepage_artist_image\Benjamin Patterson.jpg
4533,Max Pechstein,German,Male,1881,1955,homepage_artist_image\Max Pechstein.jpg
4546,A.R. Penck (Ralf Winkler),German,Male,1939,2017,homepage_artist_image\A.R. Penck (Ralf Winkler).jpg
4554,Gilles Peress,French,Male,1946,0,homepage_artist_image\Gilles Peress.jpg
4607,Francis Picabia,French,Male,1879,1953,homepage_artist_image\Francis Picabia.jpg
4609,Pablo Picasso,Spanish,Male,1881,1973,homepage_artist_image\Pablo Picasso.jpg
4617,Otto Piene,German,Male,1928,2014,homepage_artist_image\Otto Piene.jpg
4633,John Piper,British,Male,1903,1992,homepage_artist_image\John Piper.jpg
4640,Camille Pissarro,French,Male,1830,1903,homepage_artist_image\Camille Pissarro.jpg
4671,Sigmar Polke,German,Male,1941,2010,homepage_artist_image\Sigmar Polke.jpg
4675,Jackson Pollock,American,Male,1912,1956,homepage_artist_image\Jackson Pollock.jpg
4676,Arnaldo Pomodoro,Italian,Male,1926,0,homepage_artist_image\Arnaldo Pomodoro.jpg
4694,Liubov Popova,Russian,Female,1889,1924,homepage_artist_image\Liubov Popova.jpg
4700,Eliot Porter,American,Male,1901,1990,homepage_artist_image\Eliot Porter.jpg
4701,Fairfield Porter,American,Male,1907,1975,homepage_artist_image\Fairfield Porter.jpg
4707,José-Guadalupe Posada,Mexican,Male,1852,1913,homepage_artist_image\José-Guadalupe Posada.jpg
4792,Arnulf Rainer,Austrian,Male,1929,0,homepage_artist_image\Arnulf Rainer.jpg
4806,Mel Ramos,American,Male,1935,2018,homepage_artist_image\Mel Ramos.jpg
4823,Robert Rauschenberg,American,Male,1925,2008,homepage_artist_image\Robert Rauschenberg.jpg
4831,Omar Rayo,Colombian,Male,1928,2010,homepage_artist_image\Omar Rayo.jpg
4840,Odilon Redon,French,Male,1840,1916,homepage_artist_image\Odilon Redon.jpg
4856,Ad Reinhardt,American,Male,1913,1967,homepage_artist_image\Ad Reinhardt.jpg
4869,Pierre-Auguste Renoir,French,Male,1841,1919,homepage_artist_image\Pierre-Auguste Renoir.jpg
4895,Marc Riboud,French,Male,1923,2016,homepage_artist_image\Marc Riboud.jpg
4907,Gerhard Richter,German,Male,1932,0,homepage_artist_image\Gerhard Richter.jpg
4942,Diego Rivera,Mexican,Male,1886,1957,homepage_artist_image\Diego Rivera.jpg
4945,Larry Rivers,American,Male,1923,2002,homepage_artist_image\Larry Rivers.jpg
4975,Aleksandr Rodchenko,Russian,Male,1891,1956,homepage_artist_image\Aleksandr Rodchenko.jpg
4978,Auguste Rodin,French,Male,1840,1917,homepage_artist_image\Auguste Rodin.jpg
5000,Christian Rohlfs,German,Male,1849,1938,homepage_artist_image\Christian Rohlfs.jpg
5021,James Rosenquist,American,Male,1933,2017,homepage_artist_image\James Rosenquist.jpg
5030,Judith Joy Ross,American,Female,1946,0,homepage_artist_image\Judith Joy Ross.jpg
5042,Dieter Roth,Swiss,Male,1930,1998,homepage_artist_image\Dieter Roth.jpg
5044,Susan Rothenberg,American,Female,1945,2020,homepage_artist_image\Susan Rothenberg.jpg
5047,Mark Rothko,American,Male,1903,1970,homepage_artist_image\Mark Rothko.jpg
5050,Arthur Rothstein,American,Male,1915,1985,homepage_artist_image\Arthur Rothstein.jpg
5053,Georges Rouault,French,Male,1871,1958,homepage_artist_image\Georges Rouault.jpg
5056,Henri Rousseau,French,Male,1844,1910,homepage_artist_image\Henri Rousseau.jpg
5065,Pierre Roy,French,Male,1880,1950,homepage_artist_image\Pierre Roy.jpg
5066,Olga Rozanova,Russian,Female,1886,1918,homepage_artist_image\Olga Rozanova.jpg
5084,Allen Ruppersberg,American,Male,1944,0,homepage_artist_image\Allen Ruppersberg.jpg
5086,Edward Ruscha,American,Male,1937,0,homepage_artist_image\Edward Ruscha.jpg
5098,Robert Ryman,American,Male,1930,2019,homepage_artist_image\Robert Ryman.jpg
5102,Betye Saar,American,Female,1926,0,homepage_artist_image\Betye Saar.jpg
5144,Willem Jacob Henri Berend Sandberg,Dutch,Male,1897,1984,homepage_artist_image\Willem Jacob Henri Berend Sandberg.jpg
5145,August Sander,German,Male,1876,1964,homepage_artist_image\August Sander.jpg
5219,Oskar Schlemmer,German,Male,1888,1943,homepage_artist_image\Oskar Schlemmer.jpg
5223,Edwin Schlossberg,American,Male,1945,0,homepage_artist_image\Edwin Schlossberg.jpg
5238,Michael Schmidt,German,Male,1945,2014,homepage_artist_image\Michael Schmidt.jpg
5242,Karl Schmidt-Rottluff,German,Male,1884,1976,homepage_artist_image\Karl Schmidt-Rottluff.jpg
5245,Julian Schnabel,American,Male,1951,0,homepage_artist_image\Julian Schnabel.jpg
5268,Karl Schrag,American,Male,1912,1995,homepage_artist_image\Karl Schrag.jpg
5273,Paul Schuitema,Dutch,Male,1897,1973,homepage_artist_image\Paul Schuitema.jpg
5281,Thomas Schütte,German,Male,1954,0,homepage_artist_image\Thomas Schütte.jpg
5293,Kurt Schwitters,German,Male,1887,1948,homepage_artist_image\Kurt Schwitters.jpg
5305,Sean Scully,American,Male,1945,0,homepage_artist_image\Sean Scully.jpg
5316,George Segal,American,Male,1924,2000,homepage_artist_image\George Segal.jpg
5337,Kurt Seligmann,American,Male,1900,1962,homepage_artist_image\Kurt Seligmann.jpg
5343,Luis Seoane,Argentine,Male,1910,1979,homepage_artist_image\Luis Seoane.jpg
5349,Richard Serra,American,Male,1938,0,homepage_artist_image\Richard Serra.jpg
5366,Ben Shahn,American,Male,1898,1969,homepage_artist_image\Ben Shahn.jpg
5383,Charles Sheeler,American,Male,1883,1965,homepage_artist_image\Charles Sheeler.jpg
5392,Cindy Sherman,American,Female,1954,0,homepage_artist_image\Cindy Sherman.jpg
5407,Melissa Shook,American,Female,1939,0,homepage_artist_image\Melissa Shook.jpg
5409,Stephen Shore,American,Male,1947,0,homepage_artist_image\Stephen Shore.jpg
5414,Walter Richard Sickert,British,Male,1860,1942,homepage_artist_image\Walter Richard Sickert.jpg
5454,David Alfaro Siqueiros,Mexican,Male,1896,1974,homepage_artist_image\David Alfaro Siqueiros.jpg
5456,Aaron Siskind,American,Male,1903,1991,homepage_artist_image\Aaron Siskind.jpg
5471,John Sloan,American,Male,1871,1951,homepage_artist_image\John Sloan.jpg
5486,Kiki Smith,American,Female,1954,0,homepage_artist_image\Kiki Smith.jpg
5496,W. Eugene Smith,American,Male,1918,1978,homepage_artist_image\W. Eugene Smith.jpg
5517,Rosalind Fox Solomon,American,Female,1930,0,homepage_artist_image\Rosalind Fox Solomon.jpg
5536,Ettore Sottsass,Italian,Male,1917,2007,homepage_artist_image\Ettore Sottsass.jpg
5538,Pierre Soulages,French,Male,1919,0,homepage_artist_image\Pierre Soulages.jpg
5549,Raphael Soyer,American,Male,1899,1987,homepage_artist_image\Raphael Soyer.jpg
5569,Daniel Spoerri,Swiss,Male,1930,0,homepage_artist_image\Daniel Spoerri.jpg
5599,Julian Stanczak,American,Male,1928,2017,homepage_artist_image\Julian Stanczak.jpg
5607,Franciszek Starowieyski,Polish,Male,1930,2009,homepage_artist_image\Franciszek Starowieyski.jpg
5623,Edward Steichen,American,Male,1879,1973,homepage_artist_image\Edward Steichen.jpg
5626,Walter Stein,American,Male,1924,0,homepage_artist_image\Walter Stein.jpg
5627,Saul Steinberg,American,Male,1914,1999,homepage_artist_image\Saul Steinberg.jpg
5637,Pat Steir,American,Female,1940,0,homepage_artist_image\Pat Steir.jpg
5640,Frank Stella,American,Male,1936,0,homepage_artist_image\Frank Stella.jpg
5641,Joseph Stella,American,Male,1877,1946,homepage_artist_image\Joseph Stella.jpg
5642,Vladimir Stenberg,Russian,Male,1899,1982,homepage_artist_image\Vladimir Stenberg.jpg
5643,Varvara Stepanova,Russian,Female,1894,1958,homepage_artist_image\Varvara Stepanova.jpg
5651,Marina Stern,American,Female,1928,2017,homepage_artist_image\Marina Stern.jpg
5657,Florine Stettheimer,American,Female,1871,1944,homepage_artist_image\Florine Stettheimer.jpg
5664,Alfred Stieglitz,American,Male,1864,1946,homepage_artist_image\Alfred Stieglitz.jpg
5685,Paul Strand,American,Male,1890,1976,homepage_artist_image\Paul Strand.jpg
5695,James Strombotne,American,Male,1934,0,homepage_artist_image\James Strombotne.jpg
5721,Hiroshi Sugimoto,Japanese,Male,1948,0,homepage_artist_image\Hiroshi Sugimoto.jpg
5740,Ladislav Sutnar,American,Male,1897,1976,homepage_artist_image\Ladislav Sutnar.jpg
5795,Rufino Tamayo,Mexican,Male,1899,1991,homepage_artist_image\Rufino Tamayo.jpg
5804,Yves Tanguy,American,Male,1900,1955,homepage_artist_image\Yves Tanguy.jpg
5806,Dorothea Tanning,American,Female,1910,2012,homepage_artist_image\Dorothea Tanning.jpg
5809,Antoni Tàpies,Spanish,Male,1923,2012,homepage_artist_image\Antoni Tàpies.jpg
5811,Vladimir Tatlin,Russian,Male,1885,1953,homepage_artist_image\Vladimir Tatlin.jpg
5821,Pavel Tchelitchew,American,Male,1898,1957,homepage_artist_image\Pavel Tchelitchew.jpg
5849,Wayne Thiebaud,American,Male,1920,0,homepage_artist_image\Wayne Thiebaud.jpg
5863,John Thomson,British,Male,1837,1921,homepage_artist_image\John Thomson.jpg
5881,Walasse Ting,American,Male,1929,2010,homepage_artist_image\Walasse Ting.jpg
5882,Jean Tinguely,Swiss,Male,1925,1991,homepage_artist_image\Jean Tinguely.jpg
5889,Mark Tobey,American,Male,1890,1976,homepage_artist_image\Mark Tobey.jpg
5910,Henri de Toulouse-Lautrec,French,Male,1864,1901,homepage_artist_image\Henri de Toulouse-Lautrec.jpg
5951,Jan Tschichold,Swiss,Male,1902,1974,homepage_artist_image\Jan Tschichold.jpg
5981,James Turrell,American,Male,1943,0,homepage_artist_image\James Turrell.jpg
5988,Cy Twombly,American,Male,1928,2011,homepage_artist_image\Cy Twombly.jpg
6001,Jerry Uelsmann,American,Male,1934,0,homepage_artist_image\Jerry Uelsmann.jpg
6046,Maurice Utrillo,French,Male,1883,1955,homepage_artist_image\Maurice Utrillo.jpg
6055,Suzanne Valadon,French,Female,1865,1938,homepage_artist_image\Suzanne Valadon.jpg
6064,Félix Vallotton,French,Male,1865,1925,homepage_artist_image\Félix Vallotton.jpg
6074,James Van Der Zee,American,Male,1886,1983,homepage_artist_image\James Van Der Zee.jpg
6076,Theo van Doesburg,Dutch,Male,1883,1931,homepage_artist_image\Theo van Doesburg.jpg
6077,Kees van Dongen,French,Male,1877,1968,homepage_artist_image\Kees van Dongen.jpg
6109,Victor Vasarely,French,Male,1908,1997,homepage_artist_image\Victor Vasarely.jpg
6115,Ben Vautier,French,Male,1935,0,homepage_artist_image\Ben Vautier.jpg
6119,Emilio Vedova,Italian,Male,1919,1995,homepage_artist_image\Emilio Vedova.jpg
6132,Robert Venturi,American,Male,1925,2018,homepage_artist_image\Robert Venturi.jpg
6155,Massimo Vignelli,Italian,Male,1931,2014,homepage_artist_image\Massimo Vignelli.jpg
6165,Jacques Villon,French,Male,1875,1963,homepage_artist_image\Jacques Villon.jpg
6168,Lauretta Vinciarelli,Italian,Female,1943,2012,homepage_artist_image\Lauretta Vinciarelli.jpg
6170,Roman Vishniac,American,Male,1897,1990,homepage_artist_image\Roman Vishniac.jpg
6177,Maurice de Vlaminck,French,Male,1876,1958,homepage_artist_image\Maurice de Vlaminck.jpg
6191,Wolf Vostell,German,Male,1932,1998,homepage_artist_image\Wolf Vostell.jpg
6192,Andrei Voznesensky,Russian,Male,1933,0,homepage_artist_image\Andrei Voznesensky.jpg
6194,édouard Vuillard,French,Male,1868,1940,homepage_artist_image\édouard Vuillard.jpg
6246,Andy Warhol,American,Male,1928,1987,homepage_artist_image\Andy Warhol.jpg
6271,June Wayne,American,Female,1918,2011,homepage_artist_image\June Wayne.jpg
6275,Max Weber,American,Male,1881,1961,homepage_artist_image\Max Weber.jpg
6281,William Wegman,American,Male,1943,0,homepage_artist_image\William Wegman.jpg
6288,Lawrence Weiner,American,Male,1942,0,homepage_artist_image\Lawrence Weiner.jpg
6295,John Joseph Weiss,American,Male,1941,2017,homepage_artist_image\John Joseph Weiss.jpg
6317,"Henry Wessel, Jr.",American,Male,1942,2018,"homepage_artist_image\Henry Wessel, Jr..jpg"
6318,Tom Wesselmann,American,Male,1931,2004,homepage_artist_image\Tom Wesselmann.jpg
6327,Brett Weston,American,Male,1911,1993,homepage_artist_image\Brett Weston.jpg
6329,Edward Weston,American,Male,1886,1958,homepage_artist_image\Edward Weston.jpg
6338,Clarence H. White,American,Male,1871,1925,homepage_artist_image\Clarence H. White.jpg
6342,Minor White,American,Male,1908,1976,homepage_artist_image\Minor White.jpg
6351,Jack Whitten,American,Male,1939,2018,homepage_artist_image\Jack Whitten.jpg
6370,William T. Wiley,American,Male,1937,0,homepage_artist_image\William T. Wiley.jpg
6386,Christopher Wilmarth,American,Male,1943,1987,homepage_artist_image\Christopher Wilmarth.jpg
6399,Garry Winogrand,American,Male,1928,1984,homepage_artist_image\Garry Winogrand.jpg
6408,Terry Winters,American,Male,1949,0,homepage_artist_image\Terry Winters.jpg
6439,Grant Wood,American,Male,1891,1942,homepage_artist_image\Grant Wood.jpg
6448,Christopher Wool,American,Male,1955,0,homepage_artist_image\Christopher Wool.jpg
6458,Cedric Wright,American,Male,1889,1959,homepage_artist_image\Cedric Wright.jpg
6459,Frank Lloyd Wright,American,Male,1867,1959,homepage_artist_image\Frank Lloyd Wright.jpg
6463,Paul Wunderlich,German,Male,1927,2010,homepage_artist_image\Paul Wunderlich.jpg
6464,Andrew Wyeth,American,Male,1917,2009,homepage_artist_image\Andrew Wyeth.jpg
6467,Lance Wyman,American,Male,1937,0,homepage_artist_image\Lance Wyman.jpg
6526,Adja Yunkers,American,Male,1900,1983,homepage_artist_image\Adja Yunkers.jpg
6532,Léon Zack,French,Male,1892,1980,homepage_artist_image\Léon Zack.jpg
6533,Ossip Zadkine,French,Male,1890,1967,homepage_artist_image\Ossip Zadkine.jpg
6556,Eva Zeisel,American,Female,1906,2011,homepage_artist_image\Eva Zeisel.jpg
6592,Piet Zwart,Dutch,Male,1885,1977,homepage_artist_image\Piet Zwart.jpg
6618,Robert Andrew Parker,American,Male,1927,0,homepage_artist_image\Robert Andrew Parker.jpg
6622,Jeff Koons,American,Male,1955,0,homepage_artist_image\Jeff Koons.jpg
6633,Ilya Kabakov,American,Male,1933,0,homepage_artist_image\Ilya Kabakov.jpg
6636,Gordon Matta-Clark,American,Male,1943,1978,homepage_artist_image\Gordon Matta-Clark.jpg
6671,Annette Messager,French,Female,1943,0,homepage_artist_image\Annette Messager.jpg
6809,John Ashbery,American,Male,1927,2017,homepage_artist_image\John Ashbery.jpg
6891,Victor Skrebneski,American,Male,1929,2020,homepage_artist_image\Victor Skrebneski.jpg
6902,Glenn Ligon,American,Male,1960,0,homepage_artist_image\Glenn Ligon.jpg
6905,Damien Hirst,British,Male,1965,0,homepage_artist_image\Damien Hirst.jpg
6910,Rachel Whiteread,British,Female,1963,0,homepage_artist_image\Rachel Whiteread.jpg
6919,Boris Yaro,American,Male,1938,2020,homepage_artist_image\Boris Yaro.jpg
6953,Zaha Hadid,British,Female,1950,2016,homepage_artist_image\Zaha Hadid.jpg
6956,Rem Koolhaas,Dutch,Male,1944,0,homepage_artist_image\Rem Koolhaas.jpg
6965,Georgii Stenberg,Russian,Male,1900,1933,homepage_artist_image\Georgii Stenberg.jpg
6982,Thomas Ruff,German,Male,1958,0,homepage_artist_image\Thomas Ruff.jpg
7005,Matthew Barney,American,Male,1967,0,homepage_artist_image\Matthew Barney.jpg
7017,Adrian Piper,American,Female,1948,0,homepage_artist_image\Adrian Piper.jpg
7019,Rudolph Von Ripper,American,Male,1905,1960,homepage_artist_image\Rudolph Von Ripper.jpg
7035,Gregory Crewdson,American,Male,1962,0,homepage_artist_image\Gregory Crewdson.jpg
7051,Betty Woodman,American,Female,1930,2018,homepage_artist_image\Betty Woodman.jpg
7126,Houston Conwill,American,Male,1947,2016,homepage_artist_image\Houston Conwill.jpg
7166,Ludwig Mies van der Rohe,American,Male,1886,1969,homepage_artist_image\Ludwig Mies van der Rohe.jpg
7442,Lella Vignelli,Italian,Female,1934,2016,homepage_artist_image\Lella Vignelli.jpg
7447,Mona Hatoum,British,Female,1952,0,homepage_artist_image\Mona Hatoum.jpg
7461,Gabriel Orozco,Mexican,Male,1962,0,homepage_artist_image\Gabriel Orozco.jpg
7480,Enrique Chagoya,Mexican,Male,1953,0,homepage_artist_image\Enrique Chagoya.jpg
7500,Raymond Pettibon,American,Male,1957,0,homepage_artist_image\Raymond Pettibon.jpg
7520,Luc Tuymans,Belgian,Male,1958,0,homepage_artist_image\Luc Tuymans.jpg
7521,Marlene Dumas,South African,Female,1953,0,homepage_artist_image\Marlene Dumas.jpg
7532,Nan Goldin,American,Female,1953,0,homepage_artist_image\Nan Goldin.jpg
7545,Tracey Emin,British,Female,1963,0,homepage_artist_image\Tracey Emin.jpg
7557,Franz West,Austrian,Male,1947,2012,homepage_artist_image\Franz West.jpg
7596,Florence Knoll,American,Female,1917,2019,homepage_artist_image\Florence Knoll.jpg
7637,Paul McCarthy,American,Male,1945,0,homepage_artist_image\Paul McCarthy.jpg
7639,Ellen Gallagher,American,Female,1965,0,homepage_artist_image\Ellen Gallagher.jpg
7644,Elaine Lustig Cohen,American,Female,1927,2016,homepage_artist_image\Elaine Lustig Cohen.jpg
7662,Franz Erhard Walther,German,Male,1939,0,homepage_artist_image\Franz Erhard Walther.jpg
7679,Kara Walker,American,Female,1969,0,homepage_artist_image\Kara Walker.jpg
7712,Carolee Schneemann,American,Female,1939,2019,homepage_artist_image\Carolee Schneemann.jpg
7805,Douglas Gordon,Scottish,Male,1966,0,homepage_artist_image\Douglas Gordon.jpg
7806,Andreas Gursky,German,Male,1955,0,homepage_artist_image\Andreas Gursky.jpg
7810,Sarah Lucas,British,Female,1962,0,homepage_artist_image\Sarah Lucas.jpg
7816,VALIE EXPORT,Austrian,Female,1940,0,homepage_artist_image\VALIE EXPORT.jpg
7818,Vik Muniz,Brazilian,Male,1961,0,homepage_artist_image\Vik Muniz.jpg
7825,Thomas Struth,German,Male,1954,0,homepage_artist_image\Thomas Struth.jpg
7826,Jeff Wall,Canadian,Male,1946,0,homepage_artist_image\Jeff Wall.jpg
7851,Frances Benjamin Johnston,American,Female,1864,1952,homepage_artist_image\Frances Benjamin Johnston.jpg
7898,Bill Viola,American,Male,1951,0,homepage_artist_image\Bill Viola.jpg
7919,William Kentridge,South African,Male,1955,0,homepage_artist_image\William Kentridge.jpg
7928,Louise Lawler,American,Female,1947,0,homepage_artist_image\Louise Lawler.jpg
7936,Wendell Castle,American,Male,1932,2018,homepage_artist_image\Wendell Castle.jpg
7967,Chris Ofili,British,Male,1968,0,homepage_artist_image\Chris Ofili.jpg
8042,Elizabeth Peyton,American,Female,1965,0,homepage_artist_image\Elizabeth Peyton.jpg
8044,Wolfgang Tillmans,German,Male,1968,0,homepage_artist_image\Wolfgang Tillmans.jpg
8059,Lilly Reich,German,Female,1885,1947,homepage_artist_image\Lilly Reich.jpg
8083,Gordon Parks,American,Male,1912,2006,homepage_artist_image\Gordon Parks.jpg
8087,Peter Doig,British,Male,1959,0,homepage_artist_image\Peter Doig.jpg
8093,Marcia Hafif,American,Female,1929,2018,homepage_artist_image\Marcia Hafif.jpg
8095,Hilla Becher,German,Female,1934,2015,homepage_artist_image\Hilla Becher.jpg
8139,Rineke Dijkstra,Dutch,Female,1959,0,homepage_artist_image\Rineke Dijkstra.jpg
8276,Thomas Hirschhorn,Swiss,Male,1957,0,homepage_artist_image\Thomas Hirschhorn.jpg
8330,Maurizio Cattelan,Italian,Male,1960,0,homepage_artist_image\Maurizio Cattelan.jpg
8383,Francis Al?s,Belgian,Male,1959,0,homepage_artist_image\Francis Als.jpg
8394,Bonnie Maclean,American,Female,1949,2020,homepage_artist_image\Bonnie Maclean.jpg
8418,Philippe Starck,French,Male,1949,0,homepage_artist_image\Philippe Starck.jpg
8472,Cecily Brown,British,Female,1969,0,homepage_artist_image\Cecily Brown.jpg
8476,Varvara Rodchenko,Russian,Female,1925,2019,homepage_artist_image\Varvara Rodchenko.jpg
8480,Takashi Murakami,Japanese,Male,1962,0,homepage_artist_image\Takashi Murakami.jpg
8531,Vic Delucia/The New York Times,American,Male,1933,2018,homepage_artist_image\Vic DeluciaThe New York Times.jpg
12074,Maria Siniakova,Russian,Female,1898,1989,homepage_artist_image\Maria Siniakova.jpg
12616,Richard Wilbur,American,Male,1921,2017,homepage_artist_image\Richard Wilbur.jpg
18963,John Wilson,American,Male,1922,2015,homepage_artist_image\John Wilson.jpg
19238,Tim Rollins,American,Male,1955,2017,homepage_artist_image\Tim Rollins.jpg
19862,David Shrigley,British,Male,1968,0,homepage_artist_image\David Shrigley.jpg
21398,George Maciunas,American,Male,1931,1978,homepage_artist_image\George Maciunas.jpg
22579,Jens Risom,American,Male,1916,2016,homepage_artist_image\Jens Risom.jpg
22897,Kevin Roche,American,Male,1922,2019,homepage_artist_image\Kevin Roche.jpg
22983,Tacita Dean,British,Female,1965,0,homepage_artist_image\Tacita Dean.jpg
24869,Yinka Shonibare,British,Male,1962,0,homepage_artist_image\Yinka Shonibare.jpg
25414,Julie Mehretu,American,Female,1970,0,homepage_artist_image\Julie Mehretu.jpg
25523,Yoshitomo Nara,Japanese,Male,1959,0,homepage_artist_image\Yoshitomo Nara.jpg
25552,Gilbert Proesch,British,Male,1943,0,homepage_artist_image\Gilbert Proesch.jpg
25982,Olafur Eliasson,Icelandic,Male,1967,0,homepage_artist_image\Olafur Eliasson.jpg
26439,Marina Abramovi?,Yugoslav,Female,1946,0,homepage_artist_image\Marina Abramovi.jpg
26555,Malick Sidibé,Malian,Male,1936,2016,homepage_artist_image\Malick Sidibé.jpg
26661,Agnès Varda,French,Female,1928,2019,homepage_artist_image\Agnès Varda.jpg
27003,Noel Zeller,American,Male,1936,2018,homepage_artist_image\Noel Zeller.jpg
27154,Anne Chu,American,Female,1959,2016,homepage_artist_image\Anne Chu.jpg
27431,Neo Rauch,German,Male,1960,0,homepage_artist_image\Neo Rauch.jpg
27821,Robin Rhode,South African,Male,1976,0,homepage_artist_image\Robin Rhode.jpg
28632,Isa Genzken,German,Female,1948,0,homepage_artist_image\Isa Genzken.jpg
28753,Joyce Pensato,American,Female,1941,2019,homepage_artist_image\Joyce Pensato.jpg
28858,Christopher Williams,American,Male,1956,0,homepage_artist_image\Christopher Williams.jpg
28865,Erwin Wurm,Austrian,Male,1954,0,homepage_artist_image\Erwin Wurm.jpg
28875,Chris Marker,French,Male,1921,2012,homepage_artist_image\Chris Marker.jpg
28982,Steve McQueen,British,Male,1969,0,homepage_artist_image\Steve McQueen.jpg
29982,Stanley Brouwn,Dutch,Male,1935,2017,homepage_artist_image\Stanley Brouwn.jpg
30905,Harun Farocki,German,Male,1944,2014,homepage_artist_image\Harun Farocki.jpg
30937,Susan Hiller,American,Female,1940,2019,homepage_artist_image\Susan Hiller.jpg
32208,Jem Cohen,American,Male,1962,0,homepage_artist_image\Jem Cohen.jpg
32216,Ximena Cuevas,Mexican,Female,1963,0,homepage_artist_image\Ximena Cuevas.jpg
32250,Jean-Luc Godard,French,Male,1930,0,homepage_artist_image\Jean-Luc Godard.jpg
32430,Woody Vasulka,American,Male,1937,2019,homepage_artist_image\Woody Vasulka.jpg
32487,Tony Conrad,American,Male,1940,2016,homepage_artist_image\Tony Conrad.jpg
32750,Chip Lord,American,Male,1944,0,homepage_artist_image\Chip Lord.jpg
33046,Neri Oxman,American,Female,1976,0,homepage_artist_image\Neri Oxman.jpg
33393,Mark Bradford,American,Male,1961,0,homepage_artist_image\Mark Bradford.jpg
33693,Irma Boom,Dutch,Female,1960,0,homepage_artist_image\Irma Boom.jpg
33825,Aleksandra Mir,American,Female,1967,0,homepage_artist_image\Aleksandra Mir.jpg
33845,John Hubley,American,Male,1914,1977,homepage_artist_image\John Hubley.jpg
34111,David Bowie,British,Male,1947,2016,homepage_artist_image\David Bowie.jpg
34532,Isaac Julien,British,Male,1960,0,homepage_artist_image\Isaac Julien.jpg
34722,Ai Weiwei,Chinese,Male,1957,0,homepage_artist_image\Ai Weiwei.jpg
34784,Trisha Brown,American,Female,1936,2017,homepage_artist_image\Trisha Brown.jpg
34797,Ulay,German,Male,1943,2020,homepage_artist_image\Ulay.jpg
34908,Simone Forti,American,Female,1935,0,homepage_artist_image\Simone Forti.jpg
35285,Walid Raad,Lebanese,Male,1967,0,homepage_artist_image\Walid Raad.jpg
35796,Henry Flynt,American,Male,1940,0,homepage_artist_image\Henry Flynt.jpg
36471,Alison Knowles,American,Female,1933,0,homepage_artist_image\Alison Knowles.jpg
37071,Glenn O'Brien,American,Male,1947,2017,homepage_artist_image\Glenn O'Brien.jpg
37364,Barbara Hammer,American,Female,1939,2019,homepage_artist_image\Barbara Hammer.jpg
37500,Kate Millett,American,Female,1934,2017,homepage_artist_image\Kate Millett.jpg
38004,Ray Tomlinson,American,Male,1941,2016,homepage_artist_image\Ray Tomlinson.jpg
38015,May Stevens,American,Female,1924,2019,homepage_artist_image\May Stevens.jpg
39696,Lynn Hershman Leeson,American,Female,1941,0,homepage_artist_image\Lynn Hershman Leeson.jpg
41140,Corita Kent (Sister Mary Corita),American,Female,1918,1986,homepage_artist_image\Corita Kent (Sister Mary Corita).jpg
41345,Kader Attia,French,Male,1970,0,homepage_artist_image\Kader Attia.jpg
